"Economy","Code","Region","Income group","Lending category","Other (EMU or HIPC)","countrycode_en","countrycode_wb","region","country","capacity","score","year","capacity_category","category"
"Finland","FIN","Europe & Central Asia","High income",NA,"EMU","Finland","FIN","European Region","Finland","IHR Coordination, Communication and Advocacy",80,2017,"Prevent","green"
"Finland","FIN","Europe & Central Asia","High income",NA,"EMU","Finland","FIN","European Region","Finland","Antimicrobial Resistance",70,2017,"Prevent","green"
"Finland","FIN","Europe & Central Asia","High income",NA,"EMU","Finland","FIN","European Region","Finland","Zoonotic Disease",80,2017,"Prevent","green"
"Finland","FIN","Europe & Central Asia","High income",NA,"EMU","Finland","FIN","European Region","Finland","Food Safety",100,2017,"Prevent","green"
"Finland","FIN","Europe & Central Asia","High income",NA,"EMU","Finland","FIN","European Region","Finland","Biosafety and Biosecurity",60,2017,"Prevent","yellow"
"Finland","FIN","Europe & Central Asia","High income",NA,"EMU","Finland","FIN","European Region","Finland","Immunization",90,2017,"Prevent","green"
"Finland","FIN","Europe & Central Asia","High income",NA,"EMU","Finland","FIN","European Region","Finland","National Laboratory System",100,2017,"Detect","green"
"Finland","FIN","Europe & Central Asia","High income",NA,"EMU","Finland","FIN","European Region","Finland","Real-Time Surveillance",80,2017,"Detect","green"
"Finland","FIN","Europe & Central Asia","High income",NA,"EMU","Finland","FIN","European Region","Finland","Reporting",80,2017,"Detect","green"
"Finland","FIN","Europe & Central Asia","High income",NA,"EMU","Finland","FIN","European Region","Finland","Human Resources (Animal and human health sector)",50,2017,"Detect","yellow"
"Finland","FIN","Europe & Central Asia","High income",NA,"EMU","Finland","FIN","European Region","Finland","Preparedness",100,2017,"Respond","green"
"Finland","FIN","Europe & Central Asia","High income",NA,"EMU","Finland","FIN","European Region","Finland","Emergency Response Operations",90,2017,"Respond","green"
"Finland","FIN","Europe & Central Asia","High income",NA,"EMU","Finland","FIN","European Region","Finland","Linking Public Health and Security Authorities",100,2017,"Respond","green"
"Finland","FIN","Europe & Central Asia","High income",NA,"EMU","Finland","FIN","European Region","Finland","Medical Countermeasures",60,2017,"Respond","yellow"
"Finland","FIN","Europe & Central Asia","High income",NA,"EMU","Finland","FIN","European Region","Finland","Risk Communication",70,2017,"Respond","green"
"Finland","FIN","Europe & Central Asia","High income",NA,"EMU","Finland","FIN","European Region","Finland","Events Points of Entry (PoEs)",80,2017,"Other Hazards","green"
"Finland","FIN","Europe & Central Asia","High income",NA,"EMU","Finland","FIN","European Region","Finland","Chemical Events",80,2017,"Other Hazards","green"
"Finland","FIN","Europe & Central Asia","High income",NA,"EMU","Finland","FIN","European Region","Finland","Radiation Emergencies",100,2017,"Other Hazards","green"
"Fiji","FJI","East Asia & Pacific","Upper middle income","Blend",NA,"Fiji","FJI",NA,NA,NA,NA,NA,NA,NA
"France","FRA","Europe & Central Asia","High income",NA,"EMU","France","FRA",NA,NA,NA,NA,NA,NA,NA
"Faroe Islands","FRO","Europe & Central Asia","High income",NA,NA,"Faroe Islands","FRO",NA,NA,NA,NA,NA,NA,NA
"Micronesia, Fed. Sts.","FSM","East Asia & Pacific","Lower middle income","IDA",NA,"Micronesia (Federated States of)","FSM","Western Pacific Region","Micronesia","National Legislation, Policy and Financing",60,2018,"Prevent","yellow"
"Micronesia, Fed. Sts.","FSM","East Asia & Pacific","Lower middle income","IDA",NA,"Micronesia (Federated States of)","FSM","Western Pacific Region","Micronesia","IHR Coordination, Communication and Advocacy",60,2018,"Prevent","yellow"
"Micronesia, Fed. Sts.","FSM","East Asia & Pacific","Lower middle income","IDA",NA,"Micronesia (Federated States of)","FSM","Western Pacific Region","Micronesia","Antimicrobial Resistance",50,2018,"Prevent","yellow"
"Micronesia, Fed. Sts.","FSM","East Asia & Pacific","Lower middle income","IDA",NA,"Micronesia (Federated States of)","FSM","Western Pacific Region","Micronesia","Zoonotic Disease",40,2018,"Prevent","yellow"
"Micronesia, Fed. Sts.","FSM","East Asia & Pacific","Lower middle income","IDA",NA,"Micronesia (Federated States of)","FSM","Western Pacific Region","Micronesia","Food Safety",40,2018,"Prevent","yellow"
"Micronesia, Fed. Sts.","FSM","East Asia & Pacific","Lower middle income","IDA",NA,"Micronesia (Federated States of)","FSM","Western Pacific Region","Micronesia","Biosafety and Biosecurity",50,2018,"Prevent","yellow"
"Micronesia, Fed. Sts.","FSM","East Asia & Pacific","Lower middle income","IDA",NA,"Micronesia (Federated States of)","FSM","Western Pacific Region","Micronesia","Immunization",70,2018,"Prevent","green"
"Micronesia, Fed. Sts.","FSM","East Asia & Pacific","Lower middle income","IDA",NA,"Micronesia (Federated States of)","FSM","Western Pacific Region","Micronesia","National Laboratory System",60,2018,"Detect","yellow"
"Micronesia, Fed. Sts.","FSM","East Asia & Pacific","Lower middle income","IDA",NA,"Micronesia (Federated States of)","FSM","Western Pacific Region","Micronesia","Real-Time Surveillance",70,2018,"Detect","green"
"Micronesia, Fed. Sts.","FSM","East Asia & Pacific","Lower middle income","IDA",NA,"Micronesia (Federated States of)","FSM","Western Pacific Region","Micronesia","Reporting",50,2018,"Detect","yellow"
"Micronesia, Fed. Sts.","FSM","East Asia & Pacific","Lower middle income","IDA",NA,"Micronesia (Federated States of)","FSM","Western Pacific Region","Micronesia","Human Resources (Animal and human health sector)",40,2018,"Detect","yellow"
"Micronesia, Fed. Sts.","FSM","East Asia & Pacific","Lower middle income","IDA",NA,"Micronesia (Federated States of)","FSM","Western Pacific Region","Micronesia","Preparedness",70,2018,"Respond","green"
"Micronesia, Fed. Sts.","FSM","East Asia & Pacific","Lower middle income","IDA",NA,"Micronesia (Federated States of)","FSM","Western Pacific Region","Micronesia","Emergency Response Operations",70,2018,"Respond","green"
"Micronesia, Fed. Sts.","FSM","East Asia & Pacific","Lower middle income","IDA",NA,"Micronesia (Federated States of)","FSM","Western Pacific Region","Micronesia","Linking Public Health and Security Authorities",40,2018,"Respond","yellow"
"Micronesia, Fed. Sts.","FSM","East Asia & Pacific","Lower middle income","IDA",NA,"Micronesia (Federated States of)","FSM","Western Pacific Region","Micronesia","Medical Countermeasures",60,2018,"Respond","yellow"
"Micronesia, Fed. Sts.","FSM","East Asia & Pacific","Lower middle income","IDA",NA,"Micronesia (Federated States of)","FSM","Western Pacific Region","Micronesia","Risk Communication",50,2018,"Respond","yellow"
"Micronesia, Fed. Sts.","FSM","East Asia & Pacific","Lower middle income","IDA",NA,"Micronesia (Federated States of)","FSM","Western Pacific Region","Micronesia","Events Points of Entry (PoEs)",50,2018,"Other Hazards","yellow"
"Micronesia, Fed. Sts.","FSM","East Asia & Pacific","Lower middle income","IDA",NA,"Micronesia (Federated States of)","FSM","Western Pacific Region","Micronesia","Chemical Events",30,2018,"Other Hazards","yellow"
"Micronesia, Fed. Sts.","FSM","East Asia & Pacific","Lower middle income","IDA",NA,"Micronesia (Federated States of)","FSM","Western Pacific Region","Micronesia","Radiation Emergencies",30,2018,"Other Hazards","yellow"
"Gabon","GAB","Sub-Saharan Africa","Upper middle income","IBRD",NA,"Gabon","GAB","African Region","Gabon","National Legislation, Policy and Financing",20,2019,"Prevent","red"
"Gabon","GAB","Sub-Saharan Africa","Upper middle income","IBRD",NA,"Gabon","GAB","African Region","Gabon","IHR Coordination, Communication and Advocacy",20,2019,"Prevent","red"
"Gabon","GAB","Sub-Saharan Africa","Upper middle income","IBRD",NA,"Gabon","GAB","African Region","Gabon","Antimicrobial Resistance",25,2019,"Prevent","yellow"
"Gabon","GAB","Sub-Saharan Africa","Upper middle income","IBRD",NA,"Gabon","GAB","African Region","Gabon","Zoonotic Disease",20,2019,"Prevent","red"
"Gabon","GAB","Sub-Saharan Africa","Upper middle income","IBRD",NA,"Gabon","GAB","African Region","Gabon","Food Safety",20,2019,"Prevent","red"
"Gabon","GAB","Sub-Saharan Africa","Upper middle income","IBRD",NA,"Gabon","GAB","African Region","Gabon","Biosafety and Biosecurity",20,2019,"Prevent","red"
"Gabon","GAB","Sub-Saharan Africa","Upper middle income","IBRD",NA,"Gabon","GAB","African Region","Gabon","Immunization",30,2019,"Prevent","yellow"
"Gabon","GAB","Sub-Saharan Africa","Upper middle income","IBRD",NA,"Gabon","GAB","African Region","Gabon","National Laboratory System",25,2019,"Detect","yellow"
"Gabon","GAB","Sub-Saharan Africa","Upper middle income","IBRD",NA,"Gabon","GAB","African Region","Gabon","Real-Time Surveillance",46,2019,"Detect","yellow"
"Gabon","GAB","Sub-Saharan Africa","Upper middle income","IBRD",NA,"Gabon","GAB","African Region","Gabon","Reporting",50,2019,"Detect","yellow"
"Gabon","GAB","Sub-Saharan Africa","Upper middle income","IBRD",NA,"Gabon","GAB","African Region","Gabon","Human Resources (Animal and human health sector)",40,2019,"Detect","yellow"
"Gabon","GAB","Sub-Saharan Africa","Upper middle income","IBRD",NA,"Gabon","GAB","African Region","Gabon","Preparedness",20,2019,"Respond","red"
"Gabon","GAB","Sub-Saharan Africa","Upper middle income","IBRD",NA,"Gabon","GAB","African Region","Gabon","Emergency Response Operations",26,2019,"Respond","yellow"
"Gabon","GAB","Sub-Saharan Africa","Upper middle income","IBRD",NA,"Gabon","GAB","African Region","Gabon","Linking Public Health and Security Authorities",20,2019,"Respond","red"
"Gabon","GAB","Sub-Saharan Africa","Upper middle income","IBRD",NA,"Gabon","GAB","African Region","Gabon","Medical Countermeasures",20,2019,"Respond","red"
"Gabon","GAB","Sub-Saharan Africa","Upper middle income","IBRD",NA,"Gabon","GAB","African Region","Gabon","Risk Communication",36,2019,"Respond","yellow"
"Gabon","GAB","Sub-Saharan Africa","Upper middle income","IBRD",NA,"Gabon","GAB","African Region","Gabon","Events Points of Entry (PoEs)",20,2019,"Other Hazards","red"
"Gabon","GAB","Sub-Saharan Africa","Upper middle income","IBRD",NA,"Gabon","GAB","African Region","Gabon","Chemical Events",30,2019,"Other Hazards","yellow"
"Gabon","GAB","Sub-Saharan Africa","Upper middle income","IBRD",NA,"Gabon","GAB","African Region","Gabon","Radiation Emergencies",20,2019,"Other Hazards","red"
"United Kingdom","GBR","Europe & Central Asia","High income",NA,NA,"United Kingdom","GBR",NA,NA,NA,NA,NA,NA,NA
"Georgia","GEO","Europe & Central Asia","Upper middle income","IBRD",NA,"Georgia","GEO","European Region","Georgia","National Legislation, Policy and Financing",60,2019,"Prevent","yellow"
"Georgia","GEO","Europe & Central Asia","Upper middle income","IBRD",NA,"Georgia","GEO","European Region","Georgia","IHR Coordination, Communication and Advocacy",60,2019,"Prevent","yellow"
"Georgia","GEO","Europe & Central Asia","Upper middle income","IBRD",NA,"Georgia","GEO","European Region","Georgia","Antimicrobial Resistance",40,2019,"Prevent","yellow"
"Georgia","GEO","Europe & Central Asia","Upper middle income","IBRD",NA,"Georgia","GEO","European Region","Georgia","Zoonotic Disease",70,2019,"Prevent","green"
"Georgia","GEO","Europe & Central Asia","Upper middle income","IBRD",NA,"Georgia","GEO","European Region","Georgia","Food Safety",40,2019,"Prevent","yellow"
"Georgia","GEO","Europe & Central Asia","Upper middle income","IBRD",NA,"Georgia","GEO","European Region","Georgia","Biosafety and Biosecurity",50,2019,"Prevent","yellow"
"Georgia","GEO","Europe & Central Asia","Upper middle income","IBRD",NA,"Georgia","GEO","European Region","Georgia","Immunization",100,2019,"Prevent","green"
"Georgia","GEO","Europe & Central Asia","Upper middle income","IBRD",NA,"Georgia","GEO","European Region","Georgia","National Laboratory System",75,2019,"Detect","green"
"Georgia","GEO","Europe & Central Asia","Upper middle income","IBRD",NA,"Georgia","GEO","European Region","Georgia","Real-Time Surveillance",80,2019,"Detect","green"
"Georgia","GEO","Europe & Central Asia","Upper middle income","IBRD",NA,"Georgia","GEO","European Region","Georgia","Reporting",100,2019,"Detect","green"
"Georgia","GEO","Europe & Central Asia","Upper middle income","IBRD",NA,"Georgia","GEO","European Region","Georgia","Human Resources (Animal and human health sector)",60,2019,"Detect","yellow"
"Georgia","GEO","Europe & Central Asia","Upper middle income","IBRD",NA,"Georgia","GEO","European Region","Georgia","Preparedness",40,2019,"Respond","yellow"
"Georgia","GEO","Europe & Central Asia","Upper middle income","IBRD",NA,"Georgia","GEO","European Region","Georgia","Emergency Response Operations",46,2019,"Respond","yellow"
"Georgia","GEO","Europe & Central Asia","Upper middle income","IBRD",NA,"Georgia","GEO","European Region","Georgia","Linking Public Health and Security Authorities",60,2019,"Respond","yellow"
"Georgia","GEO","Europe & Central Asia","Upper middle income","IBRD",NA,"Georgia","GEO","European Region","Georgia","Medical Countermeasures",40,2019,"Respond","yellow"
"Georgia","GEO","Europe & Central Asia","Upper middle income","IBRD",NA,"Georgia","GEO","European Region","Georgia","Risk Communication",40,2019,"Respond","yellow"
"Georgia","GEO","Europe & Central Asia","Upper middle income","IBRD",NA,"Georgia","GEO","European Region","Georgia","Events Points of Entry (PoEs)",30,2019,"Other Hazards","yellow"
"Georgia","GEO","Europe & Central Asia","Upper middle income","IBRD",NA,"Georgia","GEO","European Region","Georgia","Chemical Events",40,2019,"Other Hazards","yellow"
"Georgia","GEO","Europe & Central Asia","Upper middle income","IBRD",NA,"Georgia","GEO","European Region","Georgia","Radiation Emergencies",60,2019,"Other Hazards","yellow"
"Ghana","GHA","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Ghana","GHA","African Region","Ghana","National Legislation, Policy and Financing",40,2017,"Prevent","yellow"
"Ghana","GHA","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Ghana","GHA","African Region","Ghana","IHR Coordination, Communication and Advocacy",60,2017,"Prevent","yellow"
"Ghana","GHA","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Ghana","GHA","African Region","Ghana","Antimicrobial Resistance",20,2017,"Prevent","red"
"Ghana","GHA","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Ghana","GHA","African Region","Ghana","Zoonotic Disease",60,2017,"Prevent","yellow"
"Ghana","GHA","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Ghana","GHA","African Region","Ghana","Food Safety",40,2017,"Prevent","yellow"
"Ghana","GHA","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Ghana","GHA","African Region","Ghana","Biosafety and Biosecurity",40,2017,"Prevent","yellow"
"Ghana","GHA","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Ghana","GHA","African Region","Ghana","Immunization",70,2017,"Prevent","green"
"Ghana","GHA","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Ghana","GHA","African Region","Ghana","National Laboratory System",40,2017,"Detect","yellow"
"Ghana","GHA","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Ghana","GHA","African Region","Ghana","Real-Time Surveillance",50,2017,"Detect","yellow"
"Ghana","GHA","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Ghana","GHA","African Region","Ghana","Reporting",50,2017,"Detect","yellow"
"Ghana","GHA","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Ghana","GHA","African Region","Ghana","Human Resources (Animal and human health sector)",40,2017,"Detect","yellow"
"Ghana","GHA","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Ghana","GHA","African Region","Ghana","Preparedness",40,2017,"Respond","yellow"
"Ghana","GHA","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Ghana","GHA","African Region","Ghana","Emergency Response Operations",30,2017,"Respond","yellow"
"Ghana","GHA","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Ghana","GHA","African Region","Ghana","Linking Public Health and Security Authorities",40,2017,"Respond","yellow"
"Ghana","GHA","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Ghana","GHA","African Region","Ghana","Medical Countermeasures",10,2017,"Respond","red"
"Ghana","GHA","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Ghana","GHA","African Region","Ghana","Risk Communication",40,2017,"Respond","yellow"
"Ghana","GHA","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Ghana","GHA","African Region","Ghana","Events Points of Entry (PoEs)",50,2017,"Other Hazards","yellow"
"Ghana","GHA","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Ghana","GHA","African Region","Ghana","Chemical Events",40,2017,"Other Hazards","yellow"
